School ID,Year,Test Name,# Students Tested,Overall ELA Mean Scale Score,Overall ELA % Did Not Meet,Overall ELA % Partially Met,Overall ELA % Approached,Overall ELA % Met,Overall ELA % Exceeded,Overall ELA % Met or Exceeded,Reading Mean Scale Score,Reading Literary Text % Did Not Yet Meet or Partially Met,Reading Literary Text % Approached,Reading Literary Text % Met or Exceeded,Reading Information % Did Not Yet Meet or Partially Met,Reading Information % Approached,Reading Information % Met or Exceeded,Vocabulary % Did Not Yet Meet or Partially Met,Vocabulary % Approached,Vocabulary % Met or Exceeded,Writing Mean Scale Score,Writing Expression % Did Not Yet Meet or Partially Met,Writing Expression % Approached,Writing Expression % Met or Exceeded,Writing Conventions % Did Not Yet Meet or Partially Met,Writing Conventions % Approached,Writing Conventions % Met or Exceeded
610345,2015,ELA/Literacy Grade 7,31,695,58.10%,29.00%,9.70%,3.20%,0.00%,3.20%,29,77.40%,16.10%,6.50%,83.90%,12.90%,3.20%,74.20%,22.60%,3.20%,20,80.60%,12.90%,6.50%,77.40%,12.90%,9.70%
610347,2015,ELA/Literacy Grade 7,43,715,27.90%,34.90%,30.20%,7.00%,0.00%,7.00%,36,51.20%,30.20%,18.60%,51.20%,32.60%,16.30%,65.10%,20.90%,14.00%,24,53.50%,25.60%,20.90%,60.50%,18.60%,20.90%
610350,2015,ELA/Literacy Grade 7,50,711,42.00%,24.00%,18.00%,16.00%,0.00%,16.00%,37,60.00%,16.00%,24.00%,70.00%,14.00%,16.00%,52.00%,26.00%,22.00%,21,72.00%,14.00%,14.00%,62.00%,26.00%,12.00%
610352,2015,ELA/Literacy Grade 7,56,754,1.80%,17.90%,19.60%,44.60%,16.10%,60.70%,51,19.60%,16.10%,64.30%,21.40%,14.30%,64.30%,30.40%,23.20%,46.40%,36,16.10%,19.60%,64.30%,12.50%,7.10%,80.40%
610353,2015,ELA/Literacy Grade 7,75,717,32.00%,22.70%,30.70%,13.30%,1.30%,14.70%,37,54.70%,26.70%,18.70%,49.30%,33.30%,17.30%,53.30%,21.30%,25.30%,26,44.00%,33.30%,22.70%,48.00%,32.00%,20.00%
610354,2015,ELA/Literacy Grade 7,14,727,21.40%,21.40%,35.70%,21.40%,0.00%,21.40%,41,64.30%,7.10%,28.60%,28.60%,50.00%,21.40%,42.90%,21.40%,35.70%,29,35.70%,35.70%,28.60%,35.70%,21.40%,42.90%
610355,2015,ELA/Literacy Grade 7,32,720,40.60%,21.90%,9.40%,21.90%,6.30%,28.10%,39,59.40%,9.40%,31.30%,53.10%,15.60%,31.30%,62.50%,12.50%,25.00%,26,56.30%,18.80%,25.00%,53.10%,21.90%,25.00%
610362,2015,ELA/Literacy Grade 7,38,724,18.40%,28.90%,21.10%,31.60%,0.00%,31.60%,41,47.40%,26.30%,26.30%,34.20%,34.20%,31.60%,36.80%,15.80%,47.40%,27,44.70%,42.10%,13.20%,42.10%,36.80%,21.10%
610363,2015,ELA/Literacy Grade 7,132,747,9.10%,16.70%,22.00%,40.90%,11.40%,52.30%,49,25.80%,23.50%,50.80%,25.00%,22.70%,52.30%,24.20%,22.00%,53.80%,33,23.50%,26.50%,50.00%,23.50%,22.00%,54.50%
610364,2015,ELA/Literacy Grade 7,22,727,13.60%,36.40%,27.30%,22.70%,0.00%,22.70%,40,54.50%,13.60%,31.80%,45.50%,22.70%,31.80%,45.50%,31.80%,22.70%,31,27.30%,45.50%,27.30%,45.50%,27.30%,27.30%
610366,2015,ELA/Literacy Grade 7,17,708,35.30%,41.20%,23.50%,0.00%,0.00%,0.00%,34,82.40%,11.80%,5.90%,64.70%,29.40%,5.90%,47.10%,35.30%,17.60%,21,70.60%,23.50%,5.90%,70.60%,11.80%,17.60%
610367,2015,ELA/Literacy Grade 7,56,709,37.50%,37.50%,16.10%,8.90%,0.00%,8.90%,35,71.40%,17.90%,10.70%,66.10%,19.60%,14.30%,60.70%,17.90%,21.40%,22,69.60%,19.60%,10.70%,66.10%,19.60%,14.30%
610368,2015,ELA/Literacy Grade 7,37,707,43.20%,27.00%,16.20%,13.50%,0.00%,13.50%,33,54.10%,29.70%,16.20%,59.50%,27.00%,13.50%,64.90%,24.30%,10.80%,24,59.50%,32.40%,8.10%,62.20%,27.00%,10.80%
610369,2015,ELA/Literacy Grade 7,27,698,48.10%,37.00%,7.40%,7.40%,0.00%,7.40%,30,74.10%,14.80%,11.10%,70.40%,14.80%,14.80%,77.80%,11.10%,11.10%,22,74.10%,25.90%,0.00%,70.40%,22.20%,7.40%
610391,2015,ELA/Literacy Grade 7,23,740,8.70%,13.00%,43.50%,30.40%,4.30%,34.80%,46,13.00%,47.80%,39.10%,39.10%,8.70%,52.20%,30.40%,30.40%,39.10%,32,26.10%,26.10%,47.80%,26.10%,21.70%,52.20%
610396,2015,ELA/Literacy Grade 7,92,708,34.80%,34.80%,23.90%,5.40%,1.10%,6.50%,33,66.30%,16.30%,17.40%,68.50%,20.70%,10.90%,66.30%,22.80%,10.90%,25,58.70%,29.30%,12.00%,50.00%,39.10%,10.90%
610405,2015,ELA/Literacy Grade 7,18,735,5.60%,27.80%,33.30%,33.30%,0.00%,33.30%,45,33.30%,33.30%,33.30%,33.30%,44.40%,22.20%,33.30%,27.80%,38.90%,29,38.90%,33.30%,27.80%,38.90%,33.30%,27.80%
610503,2015,ELA/Literacy Grade 7,27,731,14.80%,33.30%,18.50%,33.30%,0.00%,33.30%,43,51.90%,14.80%,33.30%,37.00%,22.20%,40.70%,33.30%,33.30%,33.30%,29,40.70%,33.30%,25.90%,29.60%,33.30%,37.00%
610520,2015,ELA/Literacy Grade 7,57,743,8.80%,22.80%,21.10%,42.10%,5.30%,47.40%,48,31.60%,17.50%,50.90%,19.30%,26.30%,54.40%,33.30%,17.50%,49.10%,32,31.60%,26.30%,42.10%,24.60%,26.30%,49.10%
610521,2015,ELA/Literacy Grade 7,27,707,44.40%,40.70%,11.10%,3.70%,0.00%,3.70%,36,66.70%,22.20%,11.10%,59.30%,37.00%,3.70%,48.10%,37.00%,14.80%,17,92.60%,3.70%,3.70%,88.90%,11.10%,0.00%
610523,2015,ELA/Literacy Grade 7,23,748,8.70%,4.30%,26.10%,60.90%,0.00%,60.90%,50,17.40%,17.40%,65.20%,4.30%,26.10%,69.60%,21.70%,17.40%,60.90%,34,13.00%,34.80%,52.20%,13.00%,30.40%,56.50%
610529,2015,ELA/Literacy Grade 7,77,746,15.60%,15.60%,20.80%,29.90%,18.20%,48.10%,48,26.00%,20.80%,53.20%,32.50%,27.30%,40.30%,29.90%,18.20%,51.90%,33,19.50%,23.40%,57.10%,22.10%,20.80%,57.10%
610530,2015,ELA/Literacy Grade 7,31,716,35.50%,25.80%,25.80%,9.70%,3.20%,12.90%,37,51.60%,32.30%,16.10%,54.80%,32.30%,12.90%,51.60%,25.80%,22.60%,26,58.10%,19.40%,22.60%,51.60%,22.60%,25.80%
610532,2015,ELA/Literacy Grade 7,160,730,21.30%,20.60%,29.40%,20.60%,8.10%,28.80%,41,48.80%,26.30%,25.00%,37.50%,26.30%,36.30%,48.80%,23.10%,28.10%,30,36.90%,22.50%,40.60%,32.50%,25.60%,41.90%
610533,2015,ELA/Literacy Grade 7,108,723,17.60%,40.70%,22.20%,16.70%,2.80%,19.40%,40,52.80%,21.30%,25.90%,50.90%,25.00%,24.10%,56.50%,16.70%,26.90%,27,51.90%,25.00%,23.10%,43.50%,29.60%,26.90%
610534,2015,ELA/Literacy Grade 7,16,776,0.00%,0.00%,12.50%,50.00%,37.50%,87.50%,62,0.00%,18.80%,81.30%,6.30%,12.50%,81.30%,6.30%,0.00%,93.80%,40,0.00%,12.50%,87.50%,0.00%,6.30%,93.80%
610539,2015,ELA/Literacy Grade 7,87,726,32.20%,17.20%,17.20%,29.90%,3.40%,33.30%,40,49.40%,21.80%,28.70%,46.00%,23.00%,31.00%,56.30%,16.10%,27.60%,29,44.80%,18.40%,36.80%,41.40%,23.00%,35.60%
610541,2015,ELA/Literacy Grade 7,74,731,17.60%,23.00%,24.30%,32.40%,2.70%,35.10%,42,39.20%,25.70%,35.10%,33.80%,27.00%,39.20%,48.60%,21.60%,29.70%,30,33.80%,24.30%,41.90%,29.70%,24.30%,45.90%
610542,2015,ELA/Literacy Grade 7,51,745,17.60%,3.90%,29.40%,33.30%,15.70%,49.00%,45,39.20%,15.70%,45.10%,31.40%,17.60%,51.00%,37.30%,25.50%,37.30%,35,19.60%,9.80%,70.60%,19.60%,2.00%,78.40%
610544,2015,ELA/Literacy Grade 7,85,732,15.30%,20.00%,34.10%,29.40%,1.20%,30.60%,41,49.40%,25.90%,24.70%,40.00%,31.80%,28.20%,35.30%,36.50%,28.20%,32,27.10%,23.50%,49.40%,20.00%,29.40%,50.60%
610559,2015,ELA/Literacy Grade 7,152,726,21.70%,23.00%,30.30%,22.40%,2.60%,25.00%,40,48.00%,25.00%,27.00%,42.80%,29.60%,27.60%,49.30%,23.70%,27.00%,30,33.60%,35.50%,30.90%,36.80%,30.90%,32.20%
610564,2015,ELA/Literacy Grade 7,93,722,26.90%,20.40%,33.30%,16.10%,3.20%,19.40%,41,40.90%,26.90%,32.30%,43.00%,29.00%,28.00%,36.60%,22.60%,40.90%,23,61.30%,26.90%,11.80%,57.00%,22.60%,20.40%
400011,2015,ELA/Literacy Grade 8,34,750,0.00%,14.70%,38.20%,41.20%,5.90%,47.10%,50,20.60%,17.60%,61.80%,23.50%,23.50%,52.90%,23.50%,20.60%,55.90%,35,20.60%,32.40%,47.10%,17.60%,32.40%,50.00%
400012,2015,ELA/Literacy Grade 8,51,697,49.00%,27.50%,21.60%,2.00%,0.00%,2.00%,31,76.50%,21.60%,2.00%,66.70%,23.50%,9.80%,66.70%,17.60%,15.70%,20,84.30%,13.70%,2.00%,80.40%,17.60%,2.00%
400017,2015,ELA/Literacy Grade 8,215,736,14.00%,22.30%,28.40%,31.20%,4.20%,35.30%,42,42.30%,24.70%,33.00%,37.20%,27.90%,34.90%,48.80%,21.90%,29.30%,33,25.10%,24.70%,50.20%,25.10%,25.10%,49.80%
400019,2015,ELA/Literacy Grade 8,47,735,6.40%,31.90%,36.20%,19.10%,6.40%,25.50%,43,36.20%,34.00%,29.80%,42.60%,17.00%,40.40%,44.70%,25.50%,29.80%,33,27.70%,38.30%,34.00%,19.10%,42.60%,38.30%
400020,2015,ELA/Literacy Grade 8,37,715,29.70%,27.00%,27.00%,16.20%,0.00%,16.20%,34,51.40%,29.70%,18.90%,70.30%,13.50%,16.20%,56.80%,21.60%,21.60%,29,43.20%,27.00%,29.70%,40.50%,27.00%,32.40%
400021,2015,ELA/Literacy Grade 8,56,705,44.60%,28.60%,17.90%,8.90%,0.00%,8.90%,34,57.10%,28.60%,14.30%,67.90%,21.40%,10.70%,69.60%,16.10%,14.30%,22,78.60%,10.70%,10.70%,71.40%,16.10%,12.50%
400023,2015,ELA/Literacy Grade 8,46,746,13.00%,10.90%,28.30%,39.10%,8.70%,47.80%,48,34.80%,17.40%,47.80%,19.60%,28.30%,52.20%,30.40%,19.60%,50.00%,34,19.60%,26.10%,54.30%,15.20%,30.40%,54.30%
400024,2015,ELA/Literacy Grade 8,46,747,6.50%,15.20%,30.40%,41.30%,6.50%,47.80%,47,30.40%,23.90%,45.70%,28.30%,30.40%,41.30%,28.30%,21.70%,50.00%,36,15.20%,21.70%,63.00%,15.20%,26.10%,58.70%
400025,2015,ELA/Literacy Grade 8,73,735,15.10%,21.90%,26.00%,32.90%,4.10%,37.00%,45,32.90%,34.20%,32.90%,35.60%,17.80%,46.60%,30.10%,31.50%,38.40%,31,35.60%,31.50%,32.90%,28.80%,32.90%,38.40%
400027,2015,ELA/Literacy Grade 8,49,731,20.40%,16.30%,36.70%,26.50%,0.00%,26.50%,43,36.70%,26.50%,36.70%,38.80%,30.60%,30.60%,36.70%,26.50%,36.70%,30,49.00%,16.30%,34.70%,36.70%,28.60%,34.70%
400028,2015,ELA/Literacy Grade 8,55,729,10.90%,32.70%,36.40%,20.00%,0.00%,20.00%,41,41.80%,36.40%,21.80%,47.30%,27.30%,25.50%,40.00%,27.30%,32.70%,31,38.20%,27.30%,34.50%,30.90%,32.70%,36.40%
400029,2015,ELA/Literacy Grade 8,45,740,6.70%,20.00%,33.30%,37.80%,2.20%,40.00%,44,26.70%,31.10%,42.20%,31.10%,31.10%,37.80%,46.70%,22.20%,31.10%,34,26.70%,22.20%,51.10%,17.80%,22.20%,60.00%
400030,2015,ELA/Literacy Grade 8,51,737,13.70%,17.60%,27.50%,41.20%,0.00%,41.20%,44,39.20%,27.50%,33.30%,29.40%,19.60%,51.00%,35.30%,19.60%,45.10%,32,35.30%,17.60%,47.10%,23.50%,27.50%,49.00%
400031,2015,ELA/Literacy Grade 8,70,731,21.40%,22.90%,20.00%,34.30%,1.40%,35.70%,43,45.70%,20.00%,34.30%,44.30%,24.30%,31.40%,37.10%,18.60%,44.30%,30,41.40%,30.00%,28.60%,38.60%,30.00%,31.40%
400033,2015,ELA/Literacy Grade 8,124,712,32.30%,31.50%,27.40%,8.90%,0.00%,8.90%,35,60.50%,25.80%,13.70%,70.20%,20.20%,9.70%,52.40%,28.20%,19.40%,26,63.70%,24.20%,12.10%,49.20%,33.90%,16.90%
400035,2015,ELA/Literacy Grade 8,83,738,9.60%,16.90%,41.00%,28.90%,3.60%,32.50%,44,41.00%,19.30%,39.80%,30.10%,38.60%,31.30%,32.50%,27.70%,39.80%,33,27.70%,31.30%,41.00%,26.50%,27.70%,45.80%
400036,2015,ELA/Literacy Grade 8,65,738,12.30%,21.50%,27.70%,33.80%,4.60%,38.50%,46,27.70%,26.20%,46.20%,33.80%,21.50%,44.60%,30.80%,23.10%,46.20%,31,36.90%,29.20%,33.80%,32.30%,27.70%,40.00%
400039,2015,ELA/Literacy Grade 8,49,739,10.20%,14.30%,32.70%,40.80%,2.00%,42.90%,43,40.80%,30.60%,28.60%,34.70%,30.60%,34.70%,36.70%,28.60%,34.70%,35,22.40%,26.50%,51.00%,18.40%,28.60%,53.10%
400040,2015,ELA/Literacy Grade 8,47,716,29.80%,29.80%,29.80%,10.60%,0.00%,10.60%,36,55.30%,29.80%,14.90%,59.60%,31.90%,8.50%,55.30%,27.70%,17.00%,27,55.30%,27.70%,17.00%,55.30%,25.50%,19.10%
400041,2015,ELA/Literacy Grade 8,36,728,11.10%,30.60%,41.70%,16.70%,0.00%,16.70%,41,38.90%,30.60%,30.60%,38.90%,36.10%,25.00%,52.80%,13.90%,33.30%,30,36.10%,41.70%,22.20%,30.60%,44.40%,25.00%
400044,2015,ELA/Literacy Grade 8,66,714,27.30%,36.40%,27.30%,9.10%,0.00%,9.10%,36,62.10%,18.20%,19.70%,65.20%,25.80%,9.10%,53.00%,27.30%,19.70%,27,65.20%,19.70%,15.20%,53.00%,33.30%,13.60%
400046,2015,ELA/Literacy Grade 8,31,737,16.10%,9.70%,41.90%,25.80%,6.50%,32.30%,44,32.30%,32.30%,35.50%,32.30%,32.30%,35.50%,35.50%,32.30%,32.30%,32,32.30%,12.90%,54.80%,22.60%,29.00%,48.40%
400049,2015,ELA/Literacy Grade 8,48,732,12.50%,31.30%,29.20%,25.00%,2.10%,27.10%,44,37.50%,35.40%,27.10%,37.50%,27.10%,35.40%,37.50%,22.90%,39.60%,30,43.80%,35.40%,20.80%,37.50%,31.30%,31.30%
400050,2015,ELA/Literacy Grade 8,36,741,8.30%,16.70%,38.90%,27.80%,8.30%,36.10%,43,30.60%,27.80%,41.70%,47.20%,25.00%,27.80%,44.40%,19.40%,36.10%,35,16.70%,22.20%,61.10%,19.40%,22.20%,58.30%
400052,2015,ELA/Literacy Grade 8,82,733,19.50%,19.50%,22.00%,39.00%,0.00%,39.00%,42,40.20%,15.90%,43.90%,50.00%,15.90%,34.10%,39.00%,20.70%,40.20%,32,37.80%,18.30%,43.90%,31.70%,24.40%,43.90%
400060,2015,ELA/Literacy Grade 8,35,730,11.40%,34.30%,31.40%,20.00%,2.90%,22.90%,43,42.90%,34.30%,22.90%,37.10%,28.60%,34.30%,45.70%,22.90%,31.40%,30,48.60%,22.90%,28.60%,42.90%,22.90%,34.30%
400061,2015,ELA/Literacy Grade 8,101,711,37.60%,26.70%,23.80%,11.90%,0.00%,11.90%,35,59.40%,21.80%,18.80%,69.30%,16.80%,13.90%,56.40%,20.80%,22.80%,25,71.30%,15.80%,12.90%,60.40%,21.80%,17.80%
400064,2015,ELA/Literacy Grade 8,52,710,32.70%,34.60%,23.10%,9.60%,0.00%,9.60%,35,61.50%,21.20%,17.30%,63.50%,21.20%,15.40%,57.70%,15.40%,26.90%,24,73.10%,19.20%,7.70%,69.20%,19.20%,11.50%
400066,2015,ELA/Literacy Grade 8,86,709,38.40%,34.90%,18.60%,7.00%,1.20%,8.10%,36,55.80%,26.70%,17.40%,72.10%,19.80%,8.10%,52.30%,20.90%,26.70%,23,79.10%,12.80%,8.10%,68.60%,22.10%,9.30%
400068,2015,ELA/Literacy Grade 8,37,691,62.20%,24.30%,5.40%,8.10%,0.00%,8.10%,29,78.40%,16.20%,5.40%,78.40%,13.50%,8.10%,67.60%,18.90%,13.50%,17,86.50%,8.10%,5.40%,83.80%,8.10%,8.10%
400069,2015,ELA/Literacy Grade 8,43,719,30.20%,32.60%,18.60%,18.60%,0.00%,18.60%,38,58.10%,18.60%,23.30%,58.10%,14.00%,27.90%,53.50%,23.30%,23.30%,26,62.80%,14.00%,23.30%,55.80%,16.30%,27.90%
400071,2015,ELA/Literacy Grade 8,31,730,9.70%,32.30%,35.50%,22.60%,0.00%,22.60%,42,35.50%,45.20%,19.40%,29.00%,45.20%,25.80%,38.70%,25.80%,35.50%,30,51.60%,29.00%,19.40%,45.20%,16.10%,38.70%
400072,2015,ELA/Literacy Grade 8,23,708,34.80%,47.80%,8.70%,8.70%,0.00%,8.70%,35,56.50%,34.80%,8.70%,73.90%,17.40%,8.70%,56.50%,13.00%,30.40%,23,78.30%,13.00%,8.70%,78.30%,13.00%,8.70%
400074,2015,ELA/Literacy Grade 8,21,720,28.60%,23.80%,19.00%,28.60%,0.00%,28.60%,39,57.10%,14.30%,28.60%,42.90%,28.60%,28.60%,57.10%,14.30%,28.60%,27,61.90%,14.30%,23.80%,52.40%,23.80%,23.80%
400077,2015,ELA/Literacy Grade 8,71,724,19.70%,31.00%,28.20%,21.10%,0.00%,21.10%,39,52.10%,25.40%,22.50%,54.90%,22.50%,22.50%,46.50%,23.90%,29.60%,30,54.90%,26.80%,18.30%,33.80%,38.00%,28.20%
400078,2015,ELA/Literacy Grade 8,122,733,14.80%,24.60%,30.30%,27.90%,2.50%,30.30%,43,38.50%,31.10%,30.30%,39.30%,32.00%,28.70%,33.60%,30.30%,36.10%,31,41.80%,24.60%,33.60%,27.90%,32.00%,40.20%
400079,2015,ELA/Literacy Grade 8,63,733,11.10%,28.60%,34.90%,23.80%,1.60%,25.40%,44,36.50%,28.60%,34.90%,33.30%,33.30%,33.30%,34.90%,23.80%,41.30%,30,39.70%,36.50%,23.80%,38.10%,31.70%,30.20%
400080,2015,ELA/Literacy Grade 8,59,736,11.90%,22.00%,30.50%,30.50%,5.10%,35.60%,42,39.00%,32.20%,28.80%,35.60%,32.20%,32.20%,45.80%,23.70%,30.50%,34,30.50%,23.70%,45.80%,25.40%,28.80%,45.80%
400081,2015,ELA/Literacy Grade 8,30,734,13.30%,26.70%,23.30%,33.30%,3.30%,36.70%,42,43.30%,26.70%,30.00%,46.70%,20.00%,33.30%,43.30%,23.30%,33.30%,33,30.00%,23.30%,46.70%,33.30%,16.70%,50.00%
400082,2015,ELA/Literacy Grade 8,63,737,12.70%,19.00%,30.20%,38.10%,0.00%,38.10%,46,27.00%,28.60%,44.40%,28.60%,31.70%,39.70%,34.90%,28.60%,36.50%,31,30.20%,36.50%,33.30%,23.80%,33.30%,42.90%
400083,2015,ELA/Literacy Grade 8,48,725,14.60%,37.50%,29.20%,16.70%,2.10%,18.80%,39,56.30%,22.90%,20.80%,52.10%,29.20%,18.80%,50.00%,18.80%,31.30%,29,47.90%,22.90%,29.20%,37.50%,33.30%,29.20%
400084,2015,ELA/Literacy Grade 8,31,720,22.60%,32.30%,35.50%,9.70%,0.00%,9.70%,41,48.40%,29.00%,22.60%,38.70%,32.30%,29.00%,35.50%,38.70%,25.80%,25,64.50%,25.80%,9.70%,58.10%,22.60%,19.40%
400087,2015,ELA/Literacy Grade 8,47,722,21.30%,34.00%,25.50%,19.10%,0.00%,19.10%,40,44.70%,29.80%,25.50%,57.40%,23.40%,19.10%,51.10%,23.40%,25.50%,28,61.70%,17.00%,21.30%,42.60%,34.00%,23.40%
400089,2015,ELA/Literacy Grade 8,62,742,4.80%,19.40%,32.30%,43.50%,0.00%,43.50%,46,25.80%,24.20%,50.00%,24.20%,30.60%,45.20%,30.60%,25.80%,43.50%,33,22.60%,30.60%,46.80%,22.60%,30.60%,46.80%
400101,2015,ELA/Literacy Grade 8,56,720,23.20%,26.80%,26.80%,23.20%,0.00%,23.20%,41,39.30%,28.60%,32.10%,53.60%,17.90%,28.60%,50.00%,12.50%,37.50%,26,60.70%,26.80%,12.50%,51.80%,32.10%,16.10%
400108,2015,ELA/Literacy Grade 8,26,724,15.40%,42.30%,23.10%,19.20%,0.00%,19.20%,39,53.80%,15.40%,30.80%,50.00%,30.80%,19.20%,42.30%,38.50%,19.20%,28,53.80%,26.90%,19.20%,42.30%,34.60%,23.10%
400112,2015,ELA/Literacy Grade 8,64,726,23.40%,21.90%,28.10%,26.60%,0.00%,26.60%,39,50.00%,25.00%,25.00%,43.80%,26.60%,29.70%,57.80%,21.90%,20.30%,30,43.80%,21.90%,34.40%,39.10%,29.70%,31.30%
400113,2015,ELA/Literacy Grade 8,72,715,34.70%,26.40%,26.40%,11.10%,1.40%,12.50%,35,65.30%,20.80%,13.90%,73.60%,15.30%,11.10%,61.10%,18.10%,20.80%,28,48.60%,31.90%,19.40%,38.90%,34.70%,26.40%
400114,2015,ELA/Literacy Grade 8,30,726,20.00%,26.70%,30.00%,23.30%,0.00%,23.30%,41,53.30%,16.70%,30.00%,40.00%,23.30%,36.70%,43.30%,6.70%,50.00%,29,46.70%,30.00%,23.30%,33.30%,46.70%,20.00%
400120,2015,ELA/Literacy Grade 8,61,736,16.40%,18.00%,31.10%,34.40%,0.00%,34.40%,44,32.80%,27.90%,39.30%,37.70%,21.30%,41.00%,32.80%,26.20%,41.00%,32,34.40%,26.20%,39.30%,31.10%,29.50%,39.30%
400121,2015,ELA/Literacy Grade 8,63,726,22.20%,33.30%,19.00%,25.40%,0.00%,25.40%,41,54.00%,19.00%,27.00%,39.70%,25.40%,34.90%,44.40%,22.20%,33.30%,28,57.10%,23.80%,19.00%,46.00%,30.20%,23.80%
400149,2015,ELA/Literacy Grade 8,107,716,24.30%,38.30%,22.40%,14.00%,0.90%,15.00%,37,60.70%,20.60%,18.70%,52.30%,33.60%,14.00%,62.60%,20.60%,16.80%,26,63.60%,16.80%,19.60%,54.20%,26.20%,19.60%
400153,2015,ELA/Literacy Grade 8,28,730,14.30%,21.40%,42.90%,21.40%,0.00%,21.40%,42,32.10%,28.60%,39.30%,28.60%,42.90%,28.60%,46.40%,28.60%,25.00%,30,35.70%,35.70%,28.60%,32.10%,32.10%,35.70%
400165,2015,ELA/Literacy Grade 8,72,711,38.90%,22.20%,26.40%,12.50%,0.00%,12.50%,36,52.80%,29.20%,18.10%,54.20%,29.20%,16.70%,61.10%,20.80%,18.10%,24,68.10%,18.10%,13.90%,61.10%,22.20%,16.70%
400167,2015,ELA/Literacy Grade 8,32,738,12.50%,25.00%,28.10%,31.30%,3.10%,34.40%,44,46.90%,21.90%,31.30%,34.40%,25.00%,40.60%,46.90%,21.90%,31.30%,33,31.30%,21.90%,46.90%,31.30%,25.00%,43.80%
609716,2015,ELA/Literacy Grade 8,65,710,41.50%,24.60%,23.10%,10.80%,0.00%,10.80%,35,56.90%,24.60%,18.50%,60.00%,26.20%,13.80%,56.90%,20.00%,23.10%,24,69.20%,21.50%,9.20%,64.60%,23.10%,12.30%
609720,2015,ELA/Literacy Grade 8,19,777,0.00%,5.30%,5.30%,57.90%,31.60%,89.50%,64,5.30%,5.30%,89.50%,5.30%,5.30%,89.50%,0.00%,10.50%,89.50%,38,26.30%,15.80%,57.90%,5.30%,21.10%,73.70%
609725,2015,ELA/Literacy Grade 8,43,753,0.00%,11.60%,30.20%,53.50%,4.70%,58.10%,51,14.00%,18.60%,67.40%,25.60%,23.30%,51.20%,20.90%,25.60%,53.50%,36,18.60%,27.90%,53.50%,2.30%,44.20%,53.50%
609734,2015,ELA/Literacy Grade 8,66,772,3.00%,4.50%,16.70%,51.50%,24.20%,75.80%,59,7.60%,15.20%,77.30%,9.10%,13.60%,77.30%,10.60%,9.10%,80.30%,40,12.10%,16.70%,71.20%,7.60%,12.10%,80.30%
609746,2015,ELA/Literacy Grade 8,59,746,3.40%,8.50%,37.30%,47.50%,3.40%,50.80%,49,10.20%,32.20%,57.60%,28.80%,28.80%,42.40%,18.60%,23.70%,57.60%,34,22.00%,32.20%,45.80%,15.30%,33.90%,50.80%
609755,2015,ELA/Literacy Grade 8,38,803,0.00%,0.00%,0.00%,26.30%,73.70%,100.00%,70,0.00%,7.90%,92.10%,0.00%,0.00%,100.00%,0.00%,2.60%,97.40%,47,0.00%,2.60%,97.40%,0.00%,0.00%,100.00%
609772,2015,ELA/Literacy Grade 8,78,733,15.40%,29.50%,28.20%,19.20%,7.70%,26.90%,43,34.60%,35.90%,29.50%,44.90%,21.80%,33.30%,35.90%,33.30%,30.80%,31,44.90%,23.10%,32.10%,37.20%,32.10%,30.80%
609773,2015,ELA/Literacy Grade 8,19,723,21.10%,36.80%,5.30%,36.80%,0.00%,36.80%,37,52.60%,15.80%,31.60%,57.90%,15.80%,26.30%,63.20%,10.50%,26.30%,30,47.40%,21.10%,31.60%,52.60%,10.50%,36.80%
609777,2015,ELA/Literacy Grade 8,25,744,4.00%,20.00%,36.00%,36.00%,4.00%,40.00%,47,32.00%,16.00%,52.00%,24.00%,28.00%,48.00%,40.00%,24.00%,36.00%,34,28.00%,28.00%,44.00%,12.00%,40.00%,48.00%
609779,2015,ELA/Literacy Grade 8,121,741,11.60%,16.50%,32.20%,35.50%,4.10%,39.70%,46,30.60%,28.90%,40.50%,28.90%,27.30%,43.80%,37.20%,14.90%,47.90%,34,27.30%,24.00%,48.80%,24.80%,27.30%,47.90%
609780,2015,ELA/Literacy Grade 8,208,724,19.70%,31.70%,28.80%,18.80%,1.00%,19.70%,39,43.80%,33.70%,22.60%,51.90%,23.10%,25.00%,53.80%,22.60%,23.60%,29,45.20%,27.40%,27.40%,39.90%,32.70%,27.40%
609781,2015,ELA/Literacy Grade 8,23,714,21.70%,39.10%,30.40%,8.70%,0.00%,8.70%,36,52.20%,39.10%,8.70%,69.60%,21.70%,8.70%,47.80%,21.70%,30.40%,27,69.60%,21.70%,8.70%,65.20%,26.10%,8.70%
609782,2015,ELA/Literacy Grade 8,41,741,12.20%,19.50%,24.40%,39.00%,4.90%,43.90%,47,36.60%,12.20%,51.20%,29.30%,24.40%,46.30%,29.30%,22.00%,48.80%,32,39.00%,17.10%,43.90%,34.10%,22.00%,43.90%
609786,2015,ELA/Literacy Grade 8,22,707,45.50%,22.70%,27.30%,4.50%,0.00%,4.50%,36,59.10%,31.80%,9.10%,59.10%,18.20%,22.70%,54.50%,18.20%,27.30%,21,90.90%,9.10%,0.00%,95.50%,4.50%,0.00%
609788,2015,ELA/Literacy Grade 8,30,721,20.00%,46.70%,6.70%,26.70%,0.00%,26.70%,39,56.70%,20.00%,23.30%,43.30%,30.00%,26.70%,43.30%,26.70%,30.00%,27,60.00%,10.00%,30.00%,63.30%,6.70%,30.00%
